ID;Bibl. Eintrag;Schranknummer - Praun'scher Katalog;Rang - Praun'scher Katalog;Titelreihenfolge - Praun'scher Katalog;Systemtische Zuordnung - Praun'scher Katalog;Imagez‰hlung Digitalisat - Praun'scher Katalog;Katalogseitenz‰hlung- Praun'scher Katalog;Katalogeintrag Praun'scher Katalog;Erg‰nzungen zum Katalogeintrag - Praun'scher Katalog;PPN-Nummer Manifestationsebene;Anmerkungen - Praun'scher Katalog und edit.;Bandz‰hlung - katalog¸bergreifend;PPN-Nummer Exemplarebene - Ex. 1;HAB  Exemplare;Sammlungszugehˆriges Exemplar mit Provenienzen;Aufstellungssystematik Mittlere Aufstellung;Signatur- und Provenienzpr¸fung;Ergebnis Magazin- und Provenienzpr¸fung;Alle im OPAC nachgewiesen Provenienzen HAB;Provenienz Zuordnung namentlich;Bibliographische Gattung und Status;Sprachcode;OPAC Haupttitel;Erscheinungsjahr;Erscheinungsort OPAC - 4030 -;Erscheinungsort normiert GND;Erscheinungsort GND-Nummer;Erscheinungsort normiert TGN;TGN-Nummer;1. Verfasser Vorname -3000;1. Verfasser Nachname - 3000;1. Verfasser normiert;Wikidata-ID;sex or gender;1. Verfasser GND-Nummer;Geschlecht;1. Weiterer Verfasser Vorname -3001;1. Weiterer Verfasser Nachname - 3001;1. Weiterer Verfasser GND - 3001 2;Geschlecht2;2. Weiterer Verfasser Vorname - 3002;2. Weiterer Verfasser Nachname - 3002;2. Weitere Verfasser GND - 3002 2;Geschlecht3;1. Weitere Person Vorname -3010;1. Weitere Person Nachname -3010;1. Weitere Person GND - 3010 2;Geschlecht4;2. Weitere Person Vorname - 3010;2. Weitere Person Nachname -3010;Geschlecht5;2. Weitere Person GND - 3010 2;1. Sonstige Person Vorname - 3050;1. Sonstige Person Nachname - 3050;1. Sonstige Person GND - 3050 2;2. Sonstige Person Vorname - 3050;2. Sonstige Person Nachname - 3050;2. Sonstige Person GND - 3050 2;3. Sonstige Person Vorname - 3050;3. Sonstige Person Nachname - 3050;4. Sonstige Person Nachname - 3050;3. Sonstige Person GND - 3050 2
250;248;II;(g) 7. rang, in octav.;221;Turquie, Perse,;38;28;Hist. de Mahomet de-PossedÈ. Amst. 1688.;;151916780;;1;512758697;M: Gv 976 (1);M: Gv 976 (1);Geschichte - Asien;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: NN / Monogramm / Preis, Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acu;fre;Histoire De Mahomet IV. DepossedÈ.;1688;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Jean;Donneau de VisÈ;Jean Donneau de VisÈ;Q3171779;male;100111734;M‰nnlich;;;;;;;;;;;;;;;;;Mehmed;Osmanisches Reich, Sultan;103143556;;;;;;;
251;249;III;(a) 1. rang in folio;1;Histoire de France;41;29;P. Anselme, Histoire geneal. et chronolog. de la Maison roiale de France. Amst. 1713.;;151709785;;1;151709785;M: Ff 2∞  26;;Historische Hilfswissenschaften - Genealogie;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Histoire gÈnÈalogique et chronologique de la Maison royale de France, ...;1713;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Anselme;de Sainte Marie;Anselm de Guibours;Q2032842;male;100012027;M‰nnlich;;;;;;;;;HonorÈ Caille;DuFourny;1055259627;Unbekannt;;;;;;;;;;;;;;
252;250;III;(a) 1. rang in folio;2;Histoire de France;41;29;Limiers, Annales de la monarchie francoise. Amst. 1724.;;138798192;;1;184416302;M: Gk 2∞ 47;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;P. 1-3 in 2 Bden;;Acr;fre;Annales de la monarchie FranÁoise, depuis son Ètablissement jusques ‡ prÈsent ...;1724;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Henri Philippe;Limiers;Henri Philippe de Limiers;Q17907944;male;120303132;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
253;251;III;(a) 1. rang in folio;3;Histoire de France;41;29;J. Bouillart, Hist de l'Abbaye de S. Germain des Prez. Par. 1724.;;147471907;;1;147471907;M: Gk 2∞ 8;M: Gk 2∞ 8;Geschichte - Frankreich;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Autogramm Montbail, Signatur Praun'scher Katalog ;;Provenienz: Dumas de Montbail <Familie>;Aaus;fre;Histoire De L'Abbaye Royale De Saint Germain Des Prez;1724;Paris;Paris;4044660-8;Paris;tgn/7008038;Jacques;Bouillard;Jacques Bouillard;Q15967300;male;100051448;Unbekannt;;;;;;;;;;;;;;;;;Jean;Chaufourier;123089131;...;Lucas;;;;;
254;252;III;(a) 1. rang in folio;4-5;Histoire de France;41;29;Longuerue, Description hist. et geogr. de la France ancien?e et moderne. 1722. T. I. II.;;21694936X;;2;216949386;M: Gk 2∞ 49;M: Gk 2∞ 49;Geschichte - Frankreich;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Signatur Praun'scher Katalog ;;Provenienz: Dumas de Montbail <Familie>;Acr;fre;Description historique et gÈographique de la France ancienne et moderne;1722;[Paris];Paris;4044660-8;Paris;tgn/7008038;Louis;Dufour de Longuerue;Louis Du Four de Longuerue;Q3261757;male;1027110452;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
255;253;III;(a) 1. rang in folio;6;Histoire de France;41;29;Hist. des Connetables Chanceliers Gardes des Sceaux, Marechaux de France, par J. le Feron, contin. par D. Godefroi. Par. 1568.;;216219515;;1;216219515;M: Gk 2∞ 43;M: Gk 2∞ 43;Geschichte - Frankreich;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Signatur Praun'scher Katalog ;;Provenienz: Dumas de Montbail <Familie>;Aar;fre;Histoire des connestables;1658;Paris;Paris;4044660-8;Paris;tgn/7008038;Jean;Le FÈron;Jean Le FÈron;Q1100271;male;100187994;Unbekannt;;;;;;;;;Denis;Godefroy;136921833;M‰nnlich;;;;;;;;;;;;;;
256;254;III;(a) 1. rang in folio;7;Histoire de France;41;29;Les plaisirs de l'Isle enchantÈe, fetes galantes et magnifiques faites par le Roi ‡ Versailles 1664. Par. 1673.;;592026582;;1;592026582;M: Gk 2∞ 83 (1);M: Gk 2∞ 83 (1);Geschichte - Frankreich;Exemplar vorhanden;Provenienz Philippine Charlotte: Signatur Praun'scher Katalog, Besonderheit: weiﬂer Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aar;fre;Les Plaisirs de l'isle enchantÈe. Courses de bague, collation ornÈe de machines, comÈdie, meslÈe de danse et de musique, ballet du palais d'Alcine, feu d'artifice et autres festes galantes et magnifiques faites par le roy ‡ Versailles, le 7 mai 1664 et continuÈes plusieurs autres jours;1673;Paris;Paris;4044660-8;Paris;tgn/7008038;;MoliËre;MoliËre;Q687;male;11858331X;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
257;255;III;(a) 1. rang in folio;8;Histoire de France;41;29;M. Felibien, Hist. de l'abbaye roiale de S. Denyz en France, Par. 1706.;;140954643;;1;140954643;M: Gk 2∞ 29;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Histoire de l'abbaye royale de Saint-Denys en France;1706;Paris;Paris;4044660-8;Paris;tgn/7008038;Michel;FÈlibien;Michel FÈlibien;Q3309695;male;1055310401;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
258;256;III;(a) 1. rang in folio;9-10;Histoire de France;41;29;Lobineau, Hist. de Bretagne, Par. 1707. T. I. II.;;140881352;;2;140881360;M: Gk 2∞ 48:1;M: Gk 2∞ 48:1;Geschichte - Frankreich;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Autogramm Marthe Montbail, Signatur Praun'scher Katalog ;;Provenienz: Dumas de Montbail <Familie>;Acu;fre;Histoire de Bretagne, composÈe sur les titres & les auteurs originaux;1707;Paris;Paris;4044660-8;Paris;tgn/7008038;Guy Alexis;Lobineau;Guy Alexis Lobineau;Q3092096;male;124708129;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
259;257;III;(a) 1. rang in folio;11;Histoire de France;41;29;Oeuvres d'Est. Pasquier, conten. ses recherches de la France. Amst. 1723. T. I. II.;;150334052;;1;150334052;M: Lm 2∞  23;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Les Oeuvres;1723;Amsterdam [fing.];ohne Ort;;;;…tienne;Pasquier;…tienne Pasquier;Q290040;male;118789813;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
260;258;III;(a) 1. rang in folio;13-17;Histoire de France;42;30;B. Montfaucon, Monumens de la Monarchie FranÁoise, Par. 1723. T. I. II. II. IV. V.;;13860438X;;5;138604398;M: Gk 2∞ 58:1;M: Gk 2∞ 58:1;Geschichte - Frankreich;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, Signatur Praun'scher Katalog III a 15-19;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acus;fre;Les Monumens De La Monarchie FranÁoise;1729;Paris;Paris;4044660-8;Paris;tgn/7008038;Bernard;Montfaucon;Bernard de Montfaucon;Q705306;male;100310923;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
261;259;III;(a) 1. rang in folio;18-20;Histoire de France;42;30;Mich. de Castelnau, Mem. servant ‡ l'hist. des regnes de FranÁois II. Charles IX et Henri III. Brux. 1731 T. I. II. III.;;15058637X;;3;150586388;M: Lm 2∞ 7;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;Les MÈmoires de Castelnau;1731;Bruxelles;Br¸ssel;4008460-7;Bruxelles;tgn/7007868;Michel;Castelnau;Michel de Castelnau;Q599082;male;123813891;Unbekannt;;;;;;;;;Jean;Le Laboureur;123813719;Unbekannt;Jean;Godefroy;M‰nnlich;172099900;;;;;;;;;;
262;260;III;(a) 1. rang in folio;21-22;Histoire de France;42;30;Baluze, Hist. generale de la Maison d'Auvergne, Par. 1708. T. I. II.;;138717508;;2;358810353;M: Gk 2∞  3;M: Gk 2∞ 3;Geschichte - Frankreich;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Autogramm Montbail, Signatur Praun'scher Katalog III a 13-14;;Provenienz: Dumas de Montbail <Familie>;Acu;fre;Histoire Genealogique De La Maison D'Auvergne;1708;Paris;Paris;4044660-8;Paris;tgn/7008038;Etienne;Baluze;…tienne Baluze;Q289351;male;11944237X;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
263;261;III;(b) 2. rang in Octav.;23;Histoire de France;42;30;Mem. du Comte de Rochefort sous les ministeres des C.aux de Richelieu et de Mazarin. Haie 1707.;;213023539;;1;213023539;M: Gk 1773;M: Gk 1773;Geschichte - Frankreich;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Autogramm Montbail, Hinweis Rochefort, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Aar;fre;Memoires de Mr. L. C. D. R.;1707;A la Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Gatien;Courtilz de Sandras;Gatien de Courtilz de Sandras;Q1385478;male;118642170;M‰nnlich;;;;;;;;;;;;;;;;;Armand Jean du Plessis;Richelieu;118600354;Jules;Mazarin;118579703;;;;
264;262;III;(b) 2. rang in Octav.;24-25;Histoire de France;42;30;Nouvelle descr. des Chateaux et Parcs de Versailles et de Marli, par Piganiol de la Force, Par. 1713. T. I. II.;;226234762;;2;226234851;M: Gk 1570:1;M: Gk 1570:1;Geschichte - Frankreich;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Widmung, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Acu;fre;"Nouvelle Description Des Chasteaux Et Parcs De Versailles Et De Marly: Contenant Une Explication Historique de toutes les Peintures, Tableaux, StatuÎs, Vases & Ornemens qui s'y voyent; leurs dimensions; & les noms des Peintres, des Sculpteurs & des Graveurs qui les ont faits. Enrichie de plusieurs Figures en Taille douce ...";1713;Paris;Paris;4044660-8;Paris;tgn/7008038;Jean-Aimar;Piganiol de La Force;Jean-Aymar Piganiol de La Force;Q3163657;male;124804160;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
265;263;III;(b) 2. rang in Octav.;26-27;Histoire de France;42;30;Nouv. abregÈ de l'hist. de France, Par. 1749. T. I. II.;;19189270X;;2;191892742;M: Gk 879:1;M: Gk 879:1;Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Nouvel abregÈ chronologique de l'histoire de France, en deux parties;1749;Paris;Paris;4044660-8;Paris;tgn/7008038;Charles-Jean-FranÁois;HÈnault;Charles-Jean-FranÁois HÈnault;Q129022;male;117516449;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
266;264;III;(b) 2. rang in Octav.;28-29;Histoire de France;42;30;Paralelle des Romains et des FranÁois par rapport au gouvernement, par Bonot de Mably, Haie 1741. T. I. II.;;150131755;;2;54667996X;M: Gg 387:1;M: Gg 387:1;Geschichte - Rˆmische Geschichte;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acu;fre;ParallÈle des Romains et des FranÁois, par rapport au Gouvernement;1741;LaHaye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Gabriel Bonnot;Mably;Gabriel Bonnot de Mably;Q202555;male;118575643;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
267;265;III;(b) 2. rang in Octav.;30-32;Histoire de France;43;31;Mem. de l'Etat de la France, sous Charles IX. Meidelb. 1579. T. I. II. III.;;187000581;;3;187000689;M: Gk 1330:1;M: Gk 1330:1;Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;MÈmoires de l'Estat de France, sous Charles neusieme;1579;[S.l.];ohne Ort;;;;Simon;Goulart;Simon Goulart;Q685610;male;124437087;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
268;266;III;(b) 2. rang in Octav.;33-35;Histoire de France;43;31;Hist. de Louis XI. par M. Du Clos. Amst. 1746. T. I II. III.;;147706246;;3;147706254;M: Gk 548:1;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acus;fre;Histoire De Louis XI.;1746;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Charles Pinot;Duclos;Charles Pinot Duclos;Q982034;male;118672576;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
269;267;III;(b) 2. rang in Octav.;36;Histoire de France;43;31;Satyre MenippÈe de la vertu du Catholicon d'Espagne et de la tenue des Etats de Paris. Ratisb. 1696.;;14018418X;;1;14018418X;M: Gk 1829;M: Gk 1829;Geschichte - Frankreich;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Aau;fre;Satyre MenippeÈ De La Vertu Du Catholicon D'Espagne, Et de la tenuÎ des Etats de Paris;1696;Ratisbonne;Regensburg;4048989-9;Regensburg;tgn/7013496;Pierre;Leroy;Pierre Le Roy;Q104518432;male;129155306;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
270;268;III;(b) 2. rang in Octav.;37-41;Histoire de France;43;31;Hist. du regne de Louis XIII. Par. 1716. T. I. II. III. IV. V.;;140196781;;5;14019679X;M: Gk 1130:1;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;Histoire du rÈgne de Louis XIII. roy de France et des principaux ÈvÈnemens arrivez pendant ce rÈgne dans tous les pai??s du monde;1716;Paris;Paris;4044660-8;Paris;tgn/7008038;Jacques;LeCointe;Jacques Lecointe;Q65589797;male;1157667627;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
271;269;III;(b) 2. rang in Octav.;42-45;Histoire de France;43;31;Recueil des pieces concernant l'hist. de Louis XIII. Par. 1716. T. I. II. III. IV.;;14019682X;;4;140196838;M: Gk 587:1;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acu;fre;Recueil de piÈces concernant l'histoire de Louis XIII;1716;A Paris;Paris;4044660-8;Paris;tgn/7008038;;;;;;;;;;;;;;;;Louis Ellies;Du Pin;100115993;Unbekannt;;;;;;;;;;;;;;
272;270;III;(b) 2. rang in Octav.;46-56;Histoire de France;43;31;Hist. du regne de Louis XIII. par M. le Vassor, Amst. 1700. T. I. II. III. IV. V. VI. VII. VIII. IX. X. XI.;;140196560;;11;140196579;M: Gk 1174;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;Histoire Du Regne De Louis XIII. Roi De France Et De Navarre;1700;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Michel;Le Vassor;Michel Le Vassor;Q6836462;male;13584410X;Unbekannt;;;;;;;;;;;;;;;;;Ludwig XIII.;Frankreich, Kˆnig;;;;;;;;
273;271;III;c) 3. rang in quarto;57-58;Histoire de France;43;31;Hist. literaire de la ville de Lyon, par le P. de Colonia. 1728. T. I. II.;;147595657;;2;147595665;M: Ea 4∞ 6:1;;Wissenschaftskunde - Geschichte der Wissenschaften;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acu;fre;Histoire Litteraire De La Ville De Lyon,;1728;Lyon;Lyon;4036770-8;Lyon;tgn/8728756;Dominique;Colonia;Dominique de Colonia;Q84561570;male;124188486;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
274;272;III;c) 3. rang in quarto;59;Histoire de France;43;31;Catalogue des Ducset Connetables de France, Par. 1555.;;216218608;;1;216218608;M: Gk 4∞ 85;M: Gk 4∞ 85;Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Hs. Besitzvermerk auf Titels.: [...] de Baullon, 1609, Provenienz: NN / Autogramm / Tektur / Datum 15xx, Provenienz: Baullon, ... ^de^ / Autogramm / Datum 1609, Provenienz: Schuder, ... / Autogramm / Ort Paris / Datum 1680;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Catalogve des tresillvstres dvcz et connestables de France, depuis le roy Clotaire premier du nom, iusques ‡ ... Henry deuxieme;1555;Paris;Paris;4044660-8;Paris;tgn/7008038;Jean;Le FÈron;Jean Le FÈron;Q1100271;male;100187994;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
275;273;III;c) 3. rang in quarto;60;Histoire de France;43;31;Tilliot, Mem. pour servir ‡ l'hist. de la fete dÈs Foux, qui se faisoit autrefois dans plusieurs eglises. Lausane. 1741.;;147717612;;1;147717612;M: Hn 4∞ 14;M: Hn 4∞ 14;Kulturgeschichte - Spiele, Feste, Reit- und Fechtkunst;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aaus;fre;Memoires Pour Servir A L'Histoire De La FËte Des Foux, Qui se faisoit autrefois dans plusieurs Eglises;1741;Lausanne;Lausanne;4034750-3;Lausanne;tgn/7007299;Jean-Baptiste Lucotte;Du Tilliot;Jean-Baptiste Lucotte Du Tillot;Q3164243;male;100117686;M‰nnlich;;;;;;;;;Jean;Bouhier;11943170X;M‰nnlich;;;;;;;;;;;;;;
276;274;III;c) 3. rang in quarto;61;Histoire de France;44;32;Hist. de l'abbaye et de la ville de Tournus. Dijon 1733.;;211559903;;1;211559954;M: Gk 4∞ 70 (1);M: Gk 4∞ 70 (1);Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Nouvelle histoire de l'abbai??e royale et collegiale de Saint Filibert, et de la ville de Tournus, ...;1733;Dijon;Dijon;4012315-7;Dijon;tgn/7652621;Pierre;JuÈnin;JuÈnin, Pierre;;male;100975402;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
277;275;III;c) 3. rang in quarto;62;Histoire de France;44;32;Mem. pour servir ‡ l'hist. de France et de Bourgogne sous le regnes de Charles VI. et Charles VII. Par. 1729.;;150065027;;1;150065027;M: Gk 4∞ 11;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aau;fre;Memoires Pour Servir A L'Histoire De France Et De Bourgogne, Contenant Un Journal De Paris, Sous les Regnes de Charles VI. & de Charles VII.;1729;Paris;Paris;4044660-8;Paris;tgn/7008038;N.;Bois-Morel;Bois-Morel, N.;;unbekannt;1055529659;Unbekannt;;;;;;;;;Louis FranÁois Joseph;LaBarre;1055134336;Unbekannt;Julien-Michel;Gandouin;Unbekannt;1037599837;;;;;;;;;;
278;276;III;c) 3. rang in quarto;63;Histoire de France;44;32;Le Gendre, AntiquitÈs de la nation et de la Monarchie FranÁoise. Par. 1741.;;138683719;;1;138683719;M: Gk 4∞ 87;M: Gk 4∞ 87;Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Des antiquitÈs de la nation et de la monarchie FranÁoise;1741;Paris;Paris;4044660-8;Paris;tgn/7008038;Gilbert Charles;Le Gendre;Gilbert-Charles Le Gendre;Q29381058;male;123641772;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
279;277;III;c) 3. rang in quarto;64-70;Histoire de France;44;32;Hist. literaire de la France par des Religieux Benedictins de la Congregation de S. Maur, Par. 1733-42. T. I. II. III. IV. V. VI. VIII.;;226063976;;7;226063984;M: Lm 4∞ 95:1,1;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;Bde 1,1 u. 1,2 zsgeb;;Acu;fre;Histoire LitÈraire De La France, O˘ L'On Traite De L'Origine Et Du ProgrÈs, De La Decadence & du rÈtablissement des Sciences parmi les Gaulois & parmi les FrancÃúois ...;1733;Paris;Paris;4044660-8;Paris;tgn/7008038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;278;III;c) 3. rang in quarto;71-77;Histoire de France;44;32;Hist. de France, par le P. G. Daniel, Amst. 1720. T. I. II. III. IV. V. VI. VII.;;171983521;;7;171983963;M: Gk 4∞ 22:1;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acu;fre;Histoire De France;1720;A Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Gabriel;Daniel;Gabriel Daniel;Q3093719;male;123800749;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
281;279;III;c) 3. rang in quarto;78-79;Histoire de France;44;32;Hist. de la Milice FranÁoise, par le Mesme, Amst. 1724. T. I. II.;;144317001;;2;171987802;M: Jc 4∞ 7:1;;Militaria - Festungsbaukunst etc.;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acus;fre;Histoire De La Milice FranÁoise, Et des changemens qui s'y sont faits depuis l'Ètablissement de la Monarchie FranÁoise dans les Gaules, jusqu'‡ la fin du RÈgne De Louis Le Grand;1724;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Gabriel;Daniel;Gabriel Daniel;Q3093719;male;123800749;Unbekannt;;;;;;;;;;;;;;;;;Ludwig XIV.;Frankreich, Kˆnig;118816829;;;;;;;
282;280;III;c) 3. rang in quarto;80;Histoire de France;44;32;PlaidoiÈs de M. Nic. de Coberon et de M. Abel de S. Marthe. Par. 1707.;;176513663;;1;176513663;M: Rf 4∞ 14;M: Rf 4∞ 14;Recht - Franzˆsisches Recht;Exemplar vorhanden;Provenienz Philippine Charlotte: Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aar;fre;Plaidoyez de Messire Nicolas de Corberon, chevalier, seigneur de Tourvilliers;1707;Paris;Paris;4044660-8;Paris;tgn/7008038;Nicolas;Corberon;Corberon, Nicolas;;male;1055661077;Unbekannt;;;;;;;;;Abel;Sainte-Marthe;1055661069;Unbekannt;;;;;;;;;;;;;;
283;281;III;c) 3. rang in quarto;81;Histoire de France;44;32;Mem. de seu M. le Duc de Guise. Par. 1668.;;138851530;;1;138851530;M: Gk 4∞ 66;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Les Memoires De Fev Monsievr Le Dvc De Gvise;1668;Paris;Paris;4044660-8;Paris;tgn/7008038;Henri II. ;Lorraine, Duc;Henry II of Lorraine, Duke of Guise;Q732579;male;135907861;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
284;282;III;c) 3. rang in quarto;82;Histoire de France;44;32;Franc Ale˚ de Provence Aix. 1732.;;186481411;;1;186481411;M: Gk 4∞ 55;M: Gk 4∞ 55;Geschichte - Frankreich;Exemplar vorhanden;Provenienz Philippine Charlotte: Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aar;fre;Franc-Aleu de Provence;1732;Aix;Aix-en-Provence;4000860-5;Aix-en-Provence;tgn/8726960;Joseph Laurent;Gensollen;Gensollen, Joseph Laurent;;male;1055670823;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
285;283;III;(d) 4. rang, in quarto;83;Histoire de France;45;33;Ordon?ance de Louis XVI. pour les matieres criminelles, Par. 1670.;;385707576;;1;Kein Ex. Vorhanden;;;;;;;;Aar;fre;Ordonnance de Louis XIV roy de France et de Navarre pour les matiËres criminelles;1670;Paris;Paris;4044660-8;Paris;tgn/7008038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
