ID - Katalog Ende 18. Jh.;Imagez‰hlung - Digitalisat Katalog Ende 18. Jh.;Katalogseitenz‰hlung - Katalog Ende 18. Jh.;Schrankposition - Katalog Ende 18. Jh.;Titelreihenfolge - Katalog Ende 18. Jh.;Katalogeintrag Katalog Ende 18. Jh.;PPN-Nummer Manifestationsebene;Edit. Anmerkungen ;Bandz‰hlung;PPN-Nummer Exemplarebene - Ex. 1;HAB  Exemplare;Sammlungszugehˆriges Exemplar mit Provenienzen;Aufstellungssystematik Mittlere Aufstellung;Signatur- und Provenienzpr¸fung;Ergebnis Magazin- und Provenienzpr¸fung;Alle im OPAC nachgewiesen Provenienzen HAB;Provenienz Zuordnung namentlich;Bibliographische Gattung und Status;Sprachcode;OPAC Haupttitel;Erscheinungsjahr;Erscheinungsort OPAC - 4030 -;Erscheinungsort normiert GND;Erscheinungsort GND-Nummer;Erscheinungsort normiert TGN;TGN-Nummer;1. Verfasser Vorname -3000;1. Verfasser Nachname - 3000;1. Verfasser normiert;Wikidata-ID;sex or gender;1. Verfasser GND-Nummer;Geschlecht;1. Weiterer Verfasser Vorname -3001;1. Weiterer Verfasser Nachname - 3001;1. Weiterer Verfasser GND - 3001 2;Geschlecht2;2. Weiterer Verfasser Vorname - 3002;2. Weiterer Verfasser Nachname - 3002;2. Weitere Verfasser GND - 3002 2;Geschlecht3;1. Weitere Person Vorname -3010;1. Weitere Person Nachname -3010;1. Weitere Person GND - 3010 2;Geschlecht4;2. Weitere Person Vorname - 3010;2. Weitere Person Nachname -3010;Geschlecht5;2. Weitere Person GND - 3010 2;1. Sonstige Person Vorname - 3050;1. Sonstige Person Nachname - 3050;1. Sonstige Person GND - 3050 2;2. Sonstige Person Vorname - 3050;2. Sonstige Person Nachname - 3050;2. Sonstige Person GND - 3050 2;3. Sonstige Person Vorname - 3050;3. Sonstige Person Nachname - 3050;3. Sonstige Person GND - 3050 2
262;45;43;III. Arm. 4. Rang in Oktavo;16;Oeuvres du Sr. De Vair Garde de Sceaux de France ‡ Rouen 1619.;151570728;;1;151570728;M: Lm 1302;M: Lm 1302;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aaus;fre;Les Oevvres Dv Sr. Dv Vair Garde Des Seaux De France;1619;A Roven;Rouen;4050751-8;Rouen;tgn/7008929;Guillaume;Du Vair;Guillaume du Vair;Q1241409;male;118528351;Unbekannt;;;;;;;;;…tienne;Vereul;1241340641;Unbekannt;;;;;;;;;;;;;
263;45;43;III. Arm. 4. Rang in Oktavo;17;Vie du vÈritable P. Joseph Capuein cont. L' histoire anecdote du Card. De Richelieu ‡ la Haye 1701;Titel im GVK nicht vorhanden;;1;;;;;;;;;;fre;;1701;Haie;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;45;43;III. Arm. 4. Rang in Oktavo;18;Histoire de la mort dÈplorable de Henri IV ‡ Paris 1613.;220689245;;1;220689245;M: Gk 1308;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Histoire De La Mort Deplorable De Henry IIII. Roy De France Et De Navarre;1613;Paris;Paris;4044660-8;Paris;tgn/7008038;Pierre;Matthieu;Pierre Matthieu;Q3386220;male;124623646;M‰nnlich;;;;;;;;;;;;;;;;;Heinrich;Frankreich, Kˆnig;118548174;;;;;;
265;45;43;III. Arm. 4. Rang in Oktavo;19-20;Journal des choses mÈmorables advenues durant le regne de Henri III ‡ Col. 1720. T. I, 2.;184134730;;2;184134773;M: Gk 1153:1;M: Gk 1153:1;Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Journal des choses mÈmorables advenues durant le rÈgne de Henry III, roi de France et de Pologne;1720;Cologne;Kˆln;4031483-2;Kˆln;tgn/1003171;Pierre;L'Estoile;Pierre de L'Estoile;Q2007428;male;12354548X;M‰nnlich;;;;;;;;;Jacob;Le Duchat;13377774X;Unbekannt;Denis;Godefroy;M‰nnlich;136922058;;;;;;;;;
266;46;44;III. Arm. 4. Rang in Oktavo;21-22;Histoire de la mËre et du fils, c' est ‡ dire de Marie de Medicis et de Louis XIII par F. E. de Mezerai ‡ Amsterd. 1736. T. I, 2.;140196862;;2;183050681;M: Gk 1370:1;M: Gk 1370:1;Geschichte - Frankreich;Exemplar vorhanden;Provenienz Philippine Charlotte: Signatur Praun'scher Katalog ;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;Histoire de la mÈre et du fils, c'est ‡ dire, de Marie de MÈdicis, femme du grand Henry, et mÈre de Louis XIII roy de France et de Navarre;1730;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Armand Jean du Plessis;Richelieu;Armand-Jean du Plessis, duc de Richelieu;Q26702;male;118600354;M‰nnlich;;;;;;;;;FranÁois Eudes;MÈzeray;119192888;M‰nnlich;;;;;Maria;Frankreich, Kˆnigin;118577778;;;;;;
267;46;44;III. Arm. 4. Rang in Oktavo;23-24;Recueil des piÈces historiques et curicuses & ca ‡ Delft 1717. T. I, 2.;323895999;;2;323896855;M: Tq 1006:1, M: Gk 1677:1;M: Gk 1677:1;Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Recueil de piËces historiques et curieuses;1717;Delft;Delft;4011369-3;Delft;tgn/7006804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;46;44;III. Arm. 4. Rang in Oktavo;25-27;Paris ancien et nouveau par le Maire ‡ Paris 1685 T. I-3.;140923098;;3;140923101;M: Gk 1138:1;M: Gk 1138:1;Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Paris ancien et nouveau;1685;A Paris;Paris;4044660-8;Paris;tgn/7008038;C.;LeMaire;C. Lemaire;Q18533772;male;1157691846;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
269;46;44;III. Arm. 4. Rang in Oktavo;28;Histoire de Dauphins franÁois ‡ Paris 1713.;140883142;;1;140883142;M: Gk 1995;M: Gk 1995;Geschichte - Frankreich;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Autogramm Montbail, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Aar;fre;Histoire des dauphins FranÁois, et des princesses qui ont portÈ en France la qualitÈ de dauphines;1713;Paris;Paris;4044660-8;Paris;tgn/7008038;Anthelme;Tricaud;Anthelme Tricaud;Q106315121;male;1055248757;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
270;46;44;III. Arm. 4. Rang in Oktavo;29-30;Histoire de Marguerite de Valois reine de Navarre soeur de Francois I ‡ Paris 1720 T. I-4.;156749874;;2;156749912;M: Gk 1037:1;M: Gk 1037:1;Geschichte - Frankreich;Exemplar vorhanden;Provenienz Philippine Charlotte: Signatur Praun'scher Katalog ;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;Histoire de Marguerite de Valois, reine de Navarre, soeur de Francois I.;1720;Paris;Paris;4044660-8;Paris;tgn/7008038;Charlotte-Rose;Caumont de la Force;Charlotte-Rose de Caumont de La Force;Q2960934;female;118638262;Weiblich;;;;;;;;;;;;;;;;;Margarete;Navarra, Kˆnigin;118577719;;;;;;
271;46;44;III. Arm. 4. Rang in Oktavo;31-32;Description des ehateaux, bourgs et forets de Fontainebleau par l' AbbÈ Guilbert ‡ Paris 1731. T. I, 2.;15076572X;;2;150765738;M: Uf 48;M: Uf 48;Kunst - Baukunst;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;"Description historique des chateau, bourg et forest de Fontainebleau, contenant une explication historique des peintures, tableaux, reliefs, statuÎs, ornemens qui s'y voyent; et la vie des architectes, peintres et sculpteurs, qui y ont travaillÈ";1731;Paris;Paris;4044660-8;Paris;tgn/7008038;Pierre;Guilbert;Pierre Guilbert;Q56006895;male;1055271716;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
272;46;44;III. Arm. 4. Rang in Oktavo;33;Discours des principales conjurations de ceux de la maison de Guise contre le Roi 1565.;150813902;;1;150813902;M: Gk 2163 (1;M: Gk 2163 (1;Geschichte - Frankreich;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Signatur Praun'scher Katalog ;;Provenienz: Dumas de Montbail <Familie>;Aar;fre;Bref Discours et vÈritable des principales conjurations de ceux de la maison de Guyse contre le Roy et son royaume, les princes de son sang, et les Estats;1565;o.O.;ohne Ort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;46;44;III. Arm. 4. Rang in Oktavo;34;L' histoire de Jean de Paris Roi de France ‡ Troyes 1705.;150789335;;1;150789335;M: Lm 70 (1);M: Lm 70 (1);Literatur - Franzˆsische Literatur;Exemplar vorhanden;Provenienz Montbail: Autogramm Rocoulle;;Provenienz: Dumas de Montbail <Familie>;Aar;fre;L'Histoire de Jean de Paris, roy de France;1715;Troyes;Troyes;4061034-2;Troyes;tgn/7008350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;46;44;III. Arm. 4. Rang in Oktavo;35;Eloge  funebre  de  Louis  XIV. par M. de la Motte;150248156;;1;150248156;M: Lm 2049 (2), M: Gk 1080 (1);M: Gk 1080 (1);Literatur - Franzˆsische Literatur;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Signatur Praun'scher Katalog ;;Provenienz: Dumas de Montbail <Familie>;Aar;fre;…loge FunÈbre De Louis XIV;1716;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Antoine Houdar;La Motte;Antoine Houdar de La Motte;Q586389;male;104270632;M‰nnlich;;;;;;;;;;;;;;;;;Ludwig XIV.;Frankreich, Kˆnig;118816829;;;;;;
275;46;44;III. Arm. 4. Rang in Oktavo;36;Nouvel abrÈgÈ chronologique de l' histoire de France ‡ Paris 1746.;191892327;;1;191892327;M: Gk 877;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Nouvel AbregÈ Chronologique De L'Histoire De France;1746;Paris;Paris;4044660-8;Paris;tgn/7008038;Charles-Jean-FranÁois;HÈnault;Charles-Jean-FranÁois HÈnault;Q129022;male;117516449;M‰nnlich;;;;;;;;;;Secousse;;;;;;;Ludwig XIV.;Frankreich, Kˆnig;118816829;;;;;;
276;47;45;III. Arm. 4. Rang in Oktavo;37;MÈmoires de Mme la Duchesse de Mazarin.;150909896;;1;150909896;M: Lm 2465c;M: Lm 2465c;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;MÈmoires de Madame la Duchesse Mazarin;1739;o.O.;ohne Ort;;;;Hortense;Mancini;Hortense Mancini;Q261818;female;118901842;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
277;47;45;III Arm. 4 RangÈe in Oktavo - Histo- ire de France;38-42;Histoire de la maison de Montmorenci par M. Desormeaux ‡ Paris 1764. T. I-5.;138759790;;5;172433738;M: Gk 503:1;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acus;fre;Histoire De La Maison De Montmorenci;1764;A Paris;Paris;4044660-8;Paris;tgn/7008038;Joseph-Louis-Ripault;DÈsormeaux;Joseph Louis Ripault-Desormeaux;Q28830905;male;12343517X;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
278;47;45;III. Arm. 5. Rang in Oktavo;01. Mrz;L' Ètat de la France ‡ Paris 1712 T. I-3.;22610897X;;3;226109062;M: Gk 1590:1;M: Gk 1590:1;Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;L' Etat de la France ...;1712;Paris;Paris;4044660-8;Paris;tgn/7008038;Jean;Pinsson de la MartiniÈre;Pinsson de la MartiniËre, Jean;;male;136033288;M‰nnlich;;;;;;;;;Louis;Trabouillet;1157664768;Unbekannt;;;;;;;;;;;;;
279;47;45;III. Arm. 5. Rang in Oktavo;04. Sep;MÈmoires de la Ligue sous Henri III et Henri IV 1576-1591 ‡ Paris 1602. T. I-6.;187001189;;6;187002053;M: Gk 812:1, A: 367.5 Hist.;M: Gk 812:1;Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acu;fre;Le ... Recueil, contenant L'Histoire Des Choses Plvs Memorables Avenves sous la Ligue;1593;[GenÈve];Genf;4020137-5;GenËve;tgn/7003746;Simon;Goulart;Simon Goulart;Q685610;male;124437087;M‰nnlich;;;;;;;;;;;;;;;;;Heinrich III.;Frankreich, Kˆnig;118773720;Heinrich IV.;Frankreich, Kˆnig;118548174;;;
280;47;45;III. Arm. 5. Rang in Oktavo;10. Nov;Anecdotes du XVII siÈcle ou intrigues de la Cour ‡ Amst. 1741 T. I, 2.;156749157;;2;156749173;M: Gk 1035:1;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;Beide T. in 1 Bd.;;Acu;fre;Anecdotes Du Seizieme SiÈcle, Ou Intrigues De Cour, Politiques, Et Galantes;1741;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Charlotte-Rose;Caumont de la Force;Charlotte-Rose de Caumont de La Force;Q2960934;female;118638262;Weiblich;;;;;;;;;;;;;;;;;;;;;;;;;
281;47;45;III. Arm. 5. Rang in Oktavo;Dez 17;Lettres, mÈmoires et nÈgociations de M. le comte d' Estrade ‡ la Haye 1719 T. I-6.;149949952;;6;253236657;M: Lm 1338;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acus;fre;Lettres, Memoires, Et Negociations De Monsieur Le Comte D'Estrades, Ambassadeur de Sa MajestÈ TrÈs-ChrËtienne, en Italie, en Angleterre, & en Hollande;1719;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Godefroy;Estrades;Godefroi, Comte d'Estrades;Q3109699;male;124630588;Unbekannt;;;;;;;;;Jean;Aymon;128386770;Unbekannt;;;;;;;;;;;;;
282;47;45;III. Arm. 5. Rang in Oktavo;18;Histoire des Rois de France par M. de Marolles, AbbÈ de Villeloin ‡ Paris 1663.;138797919;;1;138797919;M: Gk 1293;M: Gk 1293;Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Histoire des roys de France et des choses plus memorables qui se sont passÈes sous leur rÈgne, depuis l'origine de cette monarchie jusques ‡ prÈsent;1663;Paris;Paris;4044660-8;Paris;tgn/7008038;Michel;Marolles;Michel de Marolles;Q673168;male;124924719;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
283;47;45;III. Arm. 5. Rang in Oktavo;19-20;La vie du Duc de Montousier, gouverneur de Msgr. Louis Dauphin ‡ Paris 1729 T. I, 2.;138851999;;2;138852006;M: Db 3157:1;;Biographien - Briefsammlungen, Gelegenheitsschriften;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acus;fre;La Vie De Monsieur Le Duc De Montausier Pair De France, Gouverneur De Monseigneur Louis Dauphin, Bisayeul Du Roy A Present Regnant;1729;Paris;Paris;4044660-8;Paris;tgn/7008038;Nicolas;Le Petit;Nicolas Le Petit;Q109858078;male;100675379;M‰nnlich;;;;;;;;;;;;;;;;;Charles de Sainte-Maure;Montausier;119020459;;;;;;
284;47;45;III. Arm. 5. Rang in Oktavo;21-22;MÈmoires du marÈchal de Berwick, Duc et Pair de France ‡ la Haye 1737 T. I, 2.;219565597;;2;219565740;M: Db 380;M: Db 380;Biographien - Briefsammlungen, Gelegenheitsschriften;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acus;fre;Memoires du marÈchal De Berwik, duc et pair de France, et gÈnÈralissime des armÈes de Sa MajestÈ;1737;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Guillaume;Plantavit de La Pause;Guillaume Plantavit de La Pause;Q93262147;male;1055259260;Unbekannt;;;;;;;;;;;;;;;;;James Fitzjames;Berwick;119089440;;;;;;
285;48;46;III. Arm. 5. Rang in Oktavo;23-24;MÈmoires de M. Lxx cont. L' histoire des guerres civiles des annÈes 1649 sq. ¿ Paris 1729 T. I, 2.;138851646;;2;138851654;M: Lm 2185;M: Lm 2185;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;MÈmoires De Monsieur L***, Conseiller D'…tat;1729;[S.l.];ohne Ort;;;;Pierre;Lenet;Pierre Lenet;Q3385929;male;1055264361;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
286;48;46;III. Arm. 5. Rang in Oktavo;25-26;MÈmoires de M. Montchat archÈvÍque de Toulouse, cont. Des particularitÈs de la vie et du ministere du cardinal de Richelieu ‡ Rotterd. 1718 T. I, 2.;138921075;;2;138921091;M: Gk 1401;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;Memoires de Mr. de Montchal, archeveque de Toulouse;1718;Rotterdam;Rotterdam;4050739-7;Rotterdam Zuid;tgn/7268776;Charles;Montchal;Charles de Montchal;Q2960646;male;137401493;Unbekannt;;;;;;;;;;;;;;;;;Armand Jean du Plessis;Richelieu;118600354;;;;;;
287;48;46;III. Arm. 5. Rang in Oktavo;27;Journal du cardinal Duc de Richelieu durant le grand crage de la Cour 1630 sq. ¿ Paris 1649.;473573792;;1;473573792;M: Gk 1739;M: Gk 1739;Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;"Iovrnal De Monsievr Le Cardinal Dvc De Richeliev, Qu'il a fait durant le grand Orage de la Cour Ès AnnÈes 1630. & 1631. ; TirÈ des memoires Ècrits de sa main ; Avec diverses autres pieces remarquables, concernant les Affaires arrivÈes en son temps";1649;[S.l.];ohne Ort;;;;Armand Jean du Plessis;Richelieu;Armand-Jean du Plessis, duc de Richelieu;Q26702;male;118600354;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
288;48;46;III. Arm. 5. Rang in Oktavo;28;Lettres du cardinal Mazarin, ou l' on voit le secret de la nÈgociation de la paix des PyrenÈes. ‡ Amsterd. 1690.;138851786;;1;138851786;M: Gk 1318;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aau;fre;"Lettres Du Cardinal Mazarin O˘ l'on voit Le Secret de la NÈgotiation de la Paix Des PirenÈes; & la Relation des Conferences qu'il a e¸es pour ce sujet avec D. Louis de Haro, Ministre d'Espagne";1690;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Jules;Mazarin;Cardinal Mazarin;Q166056;male;118579703;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
289;48;46;III. Arm. 5. Rang in Oktavo;29;Instruction sur l' histoire de France et Romaine par M. le Ragois ‡ Paris 1722.;150253796;;1;150253796;M: Lm 2235;M: Lm 2235;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Instruction sur l'histoire de France, et sur la Romaine;1722;Paris;Paris;4044660-8;Paris;tgn/7008038;Claude;Le Ragois;Claude Le Ragois;Q2977676;male;12957094X;Unbekannt;;;;;;;;;AndrË;Pralard;1055538763;Unbekannt;;;;;;;;;;;;;
290;48;46;III. Arm. 5. Rang in Oktavo;30-31;Histoire  de  S.  Louis  ‡  Paris 1688 T. I, 2.;138743150;;2;18333762X;M: Gk 1018:1;M: Gk 1018:1;Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acus;fre;Histoire De S. Louis;1688;Paris;Paris;4044660-8;Paris;tgn/7008038;Jean;Filleau de la Chaise;Jean Filleau de la Chaise;Q113809390;male;129748196;Unbekannt;;;;;;;;;;;;;;;;;Ludwig IX.;Frankreich, Kˆnig;118729411;;;;;;
291;48;46;III. Arm. 5. Rang in Oktavo;32-33;Vie du cardinal d' Amboise prÈmier-ministre de Louis XII par L. le Gendre ‡ Rouen 1724 T. I, 2.;216308135;;2;216308178;M: Db 63;M: Db 63;Biographien - Briefsammlungen, Gelegenheitsschriften;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Vie Du Cardinal D'Amboise, Premier Ministre De Louis XII.;1724;Rouen;Rouen;4050751-8;Rouen;tgn/7008929;Louis;Le Gendre;Louis Le Gendre;Q6687648;male;128772700;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
292;48;46;III. Arm. 5. Rang in Oktavo;34;MÈmoires de la vie de J. A. de Thou ‡ Amsterdam 1713.;194277216;;1;194277216;M: Db 4682;M: Db 4682;Biographien - Briefsammlungen, Gelegenheitsschriften;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Memoires de la vie de Jacques-August de Thou, conseiller d'…tat et prÈsident a mortier au parlement de Paris. [Trad. du latin par Jacques George Le Petit et FrÈdÈric Costard];1713;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Jacques Auguste;Thou;Jacques Auguste de Thou;Q1312086;male;118802143;M‰nnlich;;;;;;;;;Jacques George;LePetit;105569238X;Unbekannt;FrÈdÈric;Costard;Unbekannt;1055692371;;;;;;;;;
293;49;47;III. Arm. 5. Rang in Oktavo;35;Histoire de Louis de Bourbon II Prince de CondÈ ‡ Col. 1693.;92141404;;1;92141404;M: Db 915, Xd 8∞ 1237;Xd 8∞ 1237;Biographien - Briefsammlungen, Gelegenheitsschriften;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Aav;fre;Histoire De Louis De Bourbon II. Du Nom, Prince De CondÈ, Premier Prince Du Sang;1693;Cologne [fingiert];Kˆln;4031483-2;Kˆln;tgn/1003171;Pierre;Coste;Pierre Coste;Q3384533;male;11900478X;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
294;49;47;III. Arm. 5. Rang in Oktavo;36;S. Louis, ou la s. couronne reconquise,  poÎme  heroique  par M. le Moyne ‡ Paris 1658.;151390401;;1;151390401;M: Lm 2172;M: Lm 2172;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Saint Louys;1658;Paris;Paris;4044660-8;Paris;tgn/7008038;Pierre;Le Moyne;Pierre Le Moyne;Q3385867;male;118571486;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
