id;pageCat;imageCat;numberCat;itemInVolume;titleCat;titleBib;titleNormalized;author1;author2;author3;author4;contributor1;contributor2;contributor3;contributor4;place1;place2;publishers;year;format;histSubject;subjects;genres;mediaType;languages;systemManifestation;idManifestation;institutionOriginal;shelfmarkOriginal;provenanceAttribute;digitalCopyOriginal;targetOPAC;searchID;titleWork;systemWork;idWork;bound;comment;digitalCopy;copiesHAB
1105;116;144;248;;La Medecine universelle par Mr de Com?iers. Par. 1687. ;La Medecine Universelle, Ou l'Art de se conserver en Santé, & de prolonger sa Vie;;Claude Comiers#124764126m;;;;;;;;Paris#getty7008038;;;1687;8°;Arm. VIII, (g) 7. rang, in Octav.;Medizin ; Therapie, Diätetik, Balneologie;Druck;fre;GBV;15170130X;Herzog August Bibliothek Wolfenbüttel;M: Me 110 ;;;;;;;;;;;M: Me 110 (1), M: QuN 895n (3)
501;55;69;198-199;;Mem. de M. de Montrefor durant le ministere du C.al de Richelieu Leide 1665. T. I. II. ;Memoires De Monsieur De Montresor;;Claude de Bourdeille, comte de Montrésor#124990088m;;;;Jean Sambix#1037610113;François Foppens#103754952X;;;Leiden#getty7006809;;;1665;8°;Arm. IV, (f) 6. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150719140;Herzog August Bibliothek Wolfenbüttel;M: Lm 2660;;;;;;;;;;;M: Lm 2660:1
464;52;66;143;;Lettres de Mrs d'Avaux et Servien Ambassadeurs pour le Roi en Allemagne, 1644. [etc] 1650. ;Lettres De Messieurs D'Avaux Et Servien, Ambassadeurs;;Claude de Mesmes, comte d'Avaux#122824458m;;;;;;;;;;;1650;8°;Arm. IV, (e) 5. rang, in Octav.;Quodlibetica Nova;;Druck;fre;GBV;537038981;Herzog August Bibliothek Wolfenbüttel;M: QuN 744b ;;;;;;;;;;;M: QuN 744b (1)
311;35;47;111;;Th. Godefroi, Hist. de Louis XII. 1498-1515. Par. 1613. ;Histoire de Louys XII., Roy de France, pére du peuple, et des choses memorables advenuës de son Regne ...;;Claude de Seyssel#118796836m;Jean Auton#100947824m;;;Théodore Godefroy#123792509;;;;Paris#getty7008038;;;1615;4°;Arm. III, (d) 4. rang, in quarto;Geschichte ; Frankreich;Druck;fre;GBV;196755298;Herzog August Bibliothek Wolfenbüttel;M: Gk 1898  ;;;;;;;;;;;M: Gk 1898 (1), M: QuN 67 (1), A: 12.2 Hist.
65;8;16;154-157;;Hist. des troubles de Hongrie, Amst. 1722. T. I. II. III. IV. ;Histoire des troubles de Hongrie;;Claude de Vanel#128387122m;;;;;;;;Amsterdam#getty7006952;;;1722;8°;Arm. I, (f) 6. rang, in octavo;Geschichte ; Polen, Ungarn;Druck;fre;GBV;151808120;Herzog August Bibliothek Wolfenbüttel;M: Go 270;;;;;;;;;;;M: Go 270:1
1369;236;268;[117];;Galanteries des Rois de Fran- ce. Brux. 1694. x;Galanteries des rois de France;;Claude de Vanel#128387122m;;;;;;;;Brüssel#getty7007868;;;1694;8°;Neben Cabinet;Geschichte ; Frankreich;Druck;fre;GBV;18491633X;;;;;;;;;;;;;M: Gk 2011
463;52;66;142;;Plaidoiés pour M. le Duc de Mazarin contre Me son Epouse. 1698. ;Plaidoyez de Mr. Herard pour Monsieur le Duc de Mazarin contre Madame la Duchesse de Mazarin son épouse et le factum pour Madame la Duchesse de Mazarin contre Monsieur le Duc de Mazarin son mari. Par de St. Évremont;;Claude Erard#141533307;;;;;;;;;;;1698;8°;Arm. IV, (e) 5. rang, in Octav.;Staatswissenschaften ; Exegetische Theologie [III];Druck;fre;GBV;243299214;;;;;;;;;;;;;M: Td 238 (2)
308;35;47;108;;Oeuvres de Cl. Fauchet Presid. en la cour des mon?oies, Par. 1610. ;Les oeuvres;;Claude Fauchet#124617107;;;;;;;;Paris#getty7008038;;;1610;4°;Arm. III, (d) 4. rang, in quarto;Geschichte ; Frankreich;Druck;fre;GBV;138796726;Herzog August Bibliothek Wolfenbüttel;M: Gk 674;;;;;;;;;;;M: Gk 674
717;79;101;66;;Remarques sur la langue Françoise. Par. 1647. ;Remarqves Svr la Langve Françoise;;Claude Favre de Vaugelas#118804014m;;;;... Seguier;;;;Paris#getty7008038;;;1647;4°;Arm. VI, (c) 3. rang, in quarto;Sprachwissenschaft ; Französische Grammatik;Druck;fre;GBV;151824630;;;;;;;;;;;;;M: Kl 162
1041;111;139;134-135;;Remarques sur la langue françoise de M. de Vaugelas, avec des notes de T. Corneille. Amst. 1690. T. I. II. ;Remarques Sur La Langue Françoise De Monsieur Vaugelas;;Claude Favre de Vaugelas#118804014m;;;;Thomas Corneille#118670115;;;;Amsterdam#getty7006952;;;1690;8°;Arm. VIII, (d) 4. rang, in octav.;Sprachwissenschaft ; Französische Grammatik;Druck;fre;GBV;151824665;Herzog August Bibliothek Wolfenbüttel;M: Kl 165;;;;;;;;;;;M: Kl 165:1
187;22;32;113;;Les moeurs des Israelites, par M. Fleury. Par. 1682. ;Les Moeurs des Iraëlites;;Claude Fleury#118683977m;;;;;;;;Paris#getty7008038;;;1682;8°;Arm. II, (e) 5. rang in Octav.;Geschichte ; Asien;Druck;fre;GBV;150936559;Herzog August Bibliothek Wolfenbüttel;M: Gv 740;;;;;;;;;;;M: Gv 740
1265;139;171;[1-34];;Histoire ecclesiastique par M. Fleury, Brux. 1713. T. I-XXXIV. ;Histoire Ecclésiastique;;Claude Fleury#118683977m;;;;;;;;Brüssel#getty7007868;;;1713;8°;Arm. XI, b) 2. rang in oct.;Staatswissenschaften ; Kirchengeschichte;Druck;fre;GBV;151073201;Herzog August Bibliothek Wolfenbüttel;M: Tm 174;;;;;;;;;;;M: Tm 174
971;104;132;58;;Tr. des restitutions des Grands, 1665. ;Traité Des Restitutions Des Grands;;Claude Joly#124638708m;;;;;;;;Amsterdam#getty7006952;;;1665;8°;Arm. VIII, (b) 2. rang, in octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150224435;Herzog August Bibliothek Wolfenbüttel;M: Lm 1816;;;;;;;;;;;M: Lm 1816
655;73;91;209-215;;Voiages historiques de l' Europe, 1693. T. I. II. III. IV. V. VI. VII. ;Voyages historiques de l`Europe;;Claude Jordan#128354631m;;;;;;;;Paris#getty7008038;;;1693;8°;Arm. V, (g) 7. rang, in Octav.;Geographie ; Reisebeschreibungen;Druck;fre;GBV;21148833X;Herzog August Bibliothek Wolfenbüttel;M: Cc 313;;;;;;;;;;;M: Cc 313:1
348;39;51;171;;Instruction sur l'hist. de France et Romaine, par M. le Ragois Par. 1722. ;Instruction sur l'histoire de France, et sur la Romaine;;Claude Le Ragois#12957094Xm;;;;Andrè Pralard#1055538763;;;;Paris#getty7008038;;;1722;8°;Arm. III, (f) 6. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150253796;Herzog August Bibliothek Wolfenbüttel;M: Lm 2235;;;;;;;;;;;M: Lm 2235
1143;122;152;30-33;;Procés civil, par Cl. le Brun de la Rochette, Rouen, T. I. II. III. IV. ;Le Proces Civil Et Criminel;;Claude Lebrun de la Rochette#129652091m;;;;Thomas Daré#1037606523;;;;Rouen#getty7008929;;;1615;8°;Arm. IX, (b) 2. rang, in Octav.;Recht ; Französisches Recht;Druck;fre;GBV;215993985;Herzog August Bibliothek Wolfenbüttel;M: Rf 138;;;;;;;;;;;M: Rf 138:1, A: 122.44 Jur. (1)
533;59;77;9-11;;Dictionaire universel de la France ancien?e et moderne et de la nouvelle France, Par. 1726. T. I. II. III. ;Dictionnaire Universel De La France Ancienne Et Moderne, Et De La Nouvelle France ...;;Claude Marin Saugrain#134004221m;;;;Claude DuMoulinet des Thuilleries#1055709843;;;;Paris#getty7008038;;;1726;8°;Arm. V, (a) 1. rang In Folio;Geschichte ; Frankreich;Druck;fre;GBV;138551316;;;;;;;;;;;;;M: Gk 2° 66:1
530;59;77;4;;Alliances genenlog. des Rois et Princes des Gaules, par Cl. Paradin. Gen. 1636. ;Alliances genealogiques des rois et princes de Gaule;;Claude Paradin#124462480m;;;;;;;;Genf#getty7003746;;;1636;8°;Arm. V, (a) 1. rang In Folio;Geschichte ; Frankreich;Druck;fre;GBV;225694360;Herzog August Bibliothek Wolfenbüttel;M: Gk 4° 113;;;;;;;;;;;M: Gk 4° 113
1144;122;152;34;;Voiage de Mrs Bachaumont et la Chapelle. Amst. 1708. ;Voyage ...;;Claude-Emmanuel Lhuillier#122251776m;François le Coigneaux Bachaumont#120142600m;;;;;;;Amsterdam#getty7006952;;;1708;8°;Arm. IX, (b) 2. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;151871809;Herzog August Bibliothek Wolfenbüttel;M: Lm 749;;;;;;;;;;;M: Lm 749
537;60;78;15;;Hist. du Roi Louis le Gran par les medailles, par le P. Cl. Fr. Me netrier. Par. 1691. ;Histoire Dv Roy Lovis Le Grand Par les Medailles, Emblèmes, Deuises, Jettons, Inscriptions, Armoiries, et autres Monumens Publics;;Claude-François Ménestrier#118783254m;;;;Ludwig XIV. Frankreich, König#118816829;;;;Paris#getty7008038;;;1691;8°;Arm. V, (a) 1. rang In Folio;Historische Hilfswissenschaften ; Numismatik;Druck;fre;GBV;151642974;;;;;;;;;;;;;M: Fg 4° 76, H: T 282.2° Helmst.
1031;110;138;124;;De la Chevallerie ancien?e et moderne avec la maniere d'en faire le preuves, par le P. Fr. Menetrier. Par. 1683. ;De la Chevalerie ancienne et moderne, avec la maniére den faire les preuves, pour tous les ordres de chevalerie.;;Claude-François Ménestrier#118783254m;;;;;;;;Paris#getty7008038;;;1683;8°;Arm. VIII, (d) 4. rang, in octav.;Staatswissenschaften ; Orden, christliche Gruppen;Druck;fre;GBV;15161329X;Herzog August Bibliothek Wolfenbüttel;M: Tq 806;;;;;;;;;;;M: Tq 806
1222;128;158;120;;Abregé methodique des principes heraldiques, par le P. Menetrier. Lion 1681. ;Abrégé méthodique des principes heraldiques, ou du véritable art du blason;;Claude-François Ménestrier#118783254m;;;;;;;;Lyon#getty8728756;;;1681;8°;Arm. IX, (d) 4. rang, in Octav.;Historische Hilfswissenschaften ; Heraldik;Druck;fre;GBV;151642818;Herzog August Bibliothek Wolfenbüttel;M: Fe 117;;;;;;;;;;;M: Fe 117
942;102;130;22;;Traité des Sens, par M. Le Cat. Amst. 1744. ;Traité Des Sens;;Claude-Nicolas Le Cat#11761310Xm;;;;;;;;Amsterdam#getty7006952;;;1744;8°;Arm. VIII, (b) 2. rang, in octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150891407;Herzog August Bibliothek Wolfenbüttel;M: Lm 2133;;;;;;;;;;;M: Lm 2133
1340;234;266;[77];;Mem. du Comte de Cominges- Haie 1735. x;Mémoires Du Comte De Comminge;;Claudine Guérin de Tencin#117255688f;;;;;;;;Den Haag#getty7006810;;;1735;8°;Neben Cabinet;;;Druck;fre;GBV;184890063;;;;;;;;;;;;;
1110;117;145;253-254;;Oeuvres de Cl. Marot. Haie 1714. T. I. II. ;Les Oeuvres De Clement Marot De Cahors, Valet De Chambre Du Roy;;Clément Marot#118731122m;;;;;;;;Den Haag#getty7006810;;;1714;8°;Arm. VIII, (g) 7. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;265742137;Herzog August Bibliothek Wolfenbüttel;M: Lm 2433;;;;;;;;;;;M: Lm 2433:1
1116;117;145;260;;Oeuvres de Cl. Marot. Par. 1547. ;Traductions;;Clément Marot#118731122m;;;;;;;;Paris#getty7008038;;;1547;8°;Arm. VIII, (g) 7. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;151058814;Herzog August Bibliothek Wolfenbüttel;M: Lm Sammelbd 131 ;;;;;;;;;;;M: Lm Sammelbd 131 (1)
201;23;33;130;;Les Pseaumes de David mis en rime par Cl. Marot et Th. de Beze. à Charenton 1675. ;Les Pseaumes de David;;Clément Marot#118731122m;Théodore Bèze#118662864m;;;;;;;Paris#getty7008038;;;1675;8°;Arm. II, (e) 5. rang in Octav.;Staatswissenschaften ; Gesangbücher;Druck;fre;GBV;150656262;Herzog August Bibliothek Wolfenbüttel;M: Tl 198;;;;;;;;;;;M: Tl 198
299;34;46;99;;Blanche, Infante de Castille, Mere de S. Louis, Regente de France, Par. 1644. ;Blanche infante de Castille, mére de St. Louis, reyne et régente de France;;Combauld d'Auteuil, Charles#173025846m;;;;;;;;Paris#getty7008038;;;1644;4°;Arm. III, (d) 4. rang, in quarto;Geschichte ; Frankreich;Druck;fre;GBV;13874307X;Herzog August Bibliothek Wolfenbüttel;M: Gk 383;;;;;;;;;;;M: Gk 383
282;32;44;80;;Plaidoiés de M. Nic. de Coberon et de M. Abel de S. Marthe. Par. 1707. ;Plaidoyez de Messire Nicolas de Corberon, chevalier, seigneur de Tourvilliers;;Corberon, Nicolas#1055661077m;;;;Abel Sainte-Marthe#1055661069;;;;Paris#getty7008038;;;1707;4°;Arm. III, c) 3. rang in quarto;Recht ; Französisches Recht;Druck;fre;GBV;176513663;Herzog August Bibliothek Wolfenbüttel;M: Rf 4° 14;;;;;;;;;;;M: Rf 4° 14
664;75;97;3;;Genealogie et Portraits des Comtes de Flandre. Anvers 1580. ;Les Genealogies Et Anciennes Descentes Des Forestiers Et Comtes De Flandre;;Cornelius Martini#12490582Xm;;;;Pieter Balten#128735325;Jan Noot;Charles Navières;;Antwerpen#getty7003456;;;1580;2°;Arm. VI, (a) 1. rang, in folio;;;Druck;fre;GBV;151118876;;;;;;;;;;;;;A: 31.2 Geom. 2°, A: 293.1.1 Hist. 2° (1), M: Ff 4° 16
768;84;106;207;;Les vies des grands Capitaines Grecs et Romains, de Cornelius Nepos. trad. par Mr le Gras, Berl. 1746. ;Les Vies des grands capitaines grecs et romains;;Cornelius Nepos#118747681m;;;;Antoine Le Gras#104133287;;;;Berlin#getty7003712;;;1746;8°;Arm. VI, (g) 7. rang, in Octav.;Literatur ; Römische Literatur;Druck;lat;GBV;150730330;Herzog August Bibliothek Wolfenbüttel;M: Lh 1441;;;;;;;;;;;M: Lh 1441
415;46;60;51;;Mem. du Chevalier de Beaujeu, conten. ses divers voiages en Pologne Allemagne et Hongrie 1679. Amst. 1700. ;Mémoires;;Dalairac, François-Paulin#100729975;;;;;;;;Amsterdam#getty7006952;;;1700;8°;Arm. IV, b) 2. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150553684;;;;;;;;;;;;;M: Lm 959c
1135;121;151;19;;Tr. sur la magie le sortilege les possessions obsessions et malefices par Mr D.++ Par. 1732. ;Traité sur la magie, le sortilege, les possessions, obsessions et malefices, ou l'on en démontre la verité & facile pour les discerner ...;;Dangis, Antoine Louis#1055658971m;;;;;;;;Paris#getty7008038;;;1732;8°;Arm. IX, (b) 2. rang, in Octav.;Kulturgeschichte ; Magia naturalis, Dämonologie, Chiromantie;Druck;fre;GBV;172232988;Herzog August Bibliothek Wolfenbüttel;M: Hr 90;;;;;;;;;;;M: Hr 90
407;45;59;43;;Vie de F. E. de Mezeray Historiographe de France, Amst. 1726. ;La vie de François-Eudes de Mezeray;;Daniel de Larroque#102549451m;;;;François Eudes Mézeray#119192888;;;;Amsterdam#getty7006952;;;1726;8°;Arm. IV, b) 2. rang, in Octav.;Biographien ; Briefsammlungen, Gelegenheitsschriften;Druck;fre;GBV;139237607;;;;;;;;;;;;;M: Db 3078
894;97;123;220-221;;Hist. du Diable, trad. de l'Anglois. Amst. 1729. T. I. II. ;Histoire Du Diable;;Daniel Defoe#118524275m;;;;;;;;Amsterdam#getty7006952;;;1729;8°;Arm. VII, (g) 7. rang, in Octav.;Kulturgeschichte ; Magia naturalis, Dämonologie, Chiromantie;Druck;fre;GBV;143830139;;;;;;;;;;;;;M: Hr 104:1, Schulenb. T 87
797;88;114;31;;Histoire de l'Animal, ou la connoissance du corpsanimé par la me- canique et la chymie, par D. Duncan Par. 1687. ;Histoire de l'animal ou la connaissance du corps animé par la méchanique et par la chymie. ...;;Daniel Duncan#1055365710m;;;;;;;;Paris#getty7008038;;;1687;8°;Arm. VII, (b) 2. rang, in Octav.;Naturwissenschaften ; Zoologie;Druck;fre;GBV;150725264;Herzog August Bibliothek Wolfenbüttel;M: Nh 188;;;;;;;;;;;M: Nh 188
69;9;17;162;;Thorn affligé, ou relation de ce qui s'est passe depuis le 16. Juill 1724. trad. de l'allemand de Mr Jablons Ki, par Mr C. L. de Beausobre. Amst. 1726. ;Thorn Affligée Ou Relation De Ce Qui S'Est Passé Dans cette Ville depuis le 16. Juillet 1724 jusqu'à présent, tirée de mémoires certains ...;;Daniel Ernst Jablonski#115468277m;;;;Charles Louis Beausobre#117767972;;;;Amsterdam#getty7006952;;;1726;8°;Arm. I, (f) 6. rang, in octavo;Geschichte ; Deutsche Geschichte: Territorien und Städte;Druck;fre;GBV;181593300;;;;;;;;;;;;;M: Gm 4548, Schulenb. Gp 18
1235;130;160;171;;Catalogus librorum D. E. Jablonski, Berol. 1742. ;Catalogus Librorum, Viri Summe Reverendi D. Dan. Ernesti Jablonski Quondam Regis Borussorum A Concionibus Aulæ Sacris, Sanctioris Dicasterii Rerumqve Ecclesiasticarum Consiliarii ...;;Daniel Ernst Jablonski#115468277m;;;;;;;;Berlin#getty7003712;;;1742;8°;Arm. IX, (f) 6. rang, in Octav.;;;Druck;lat;GBV;267770332;;;;;;;;;;;;;
297;34;46;97;;Lombard, comparaison des 2. histoires de Mr de Mezerai et du P. Daniel, Amt. 1723. ;Comparaison Des Deux Histoires, De M. De Mézeray Et Du Père Daniel;;Daniel Lombard#17267610Xm;;;;;;;;Amsterdam#getty7006952;;;1723;4°;Arm. III, (d) 4. rang, in quarto;Geschichte ; Frankreich;Druck;fre;GBV;043290779;;;;;;;;;;;;;M: Gk 4° 91, Schulenb. G 2° 5
962;103;131;49;;Tr. des jeux comiques et tragiques, sitels passetems sont permis aux chretiens. 1600. ;Traite Des Ievx Comiqves Et Tragiqves;;Daniel Tilenus#128367512m;;;;;;;;Sedan#getty7009674;;;1600;8°;Arm. VIII, (b) 2. rang, in octav.;Kunst ; Mimik;Druck;fre;GBV;151821666;Herzog August Bibliothek Wolfenbüttel;M: Ul 141;;;;;;;;;;;M: Ul 141
408;45;59;44;;Nouv. guide des chemins de roiaume de France, par le Sr Dau- det de Nismes. Par. 1724. ;Nouveau guide des chemins du royaume de France;;Daudet, Louis Pierre#1055659013m;;;;;;;;Paris#getty7008038;;;1724;8°;Arm. IV, b) 2. rang, in Octav.;Geographie ; Reisebeschreibungen;Druck;fre;GBV;172164516;Herzog August Bibliothek Wolfenbüttel;M: Cc 171;;;;;;;;;;;M: Cc 171
621;69;87;139;;Vie de Guill. Farel, Ministre. Amst. 1691. ;L'Idée du fidéle ministre de Jésus Christ. Ou La vie de Guillaume Farel Ministre.;;David Ancillon#129029181m;;;;Guillaume Farel#118531948;;;;Amsterdam#getty7006952;;;1691;8°;Arm. V, (e) 5. rang, in octav.;Biographien ; Briefsammlungen, Gelegenheitsschriften;Druck;fre;GBV;150723784;Herzog August Bibliothek Wolfenbüttel;M: Db 1284;;;;;;;;;;;M: Db 1284, H: Q 54.8° Helmst.
9;2;10;32-35;;Hist. du. XVI.eme Siecle par Mr Durand, Haie 1734. T. I. II. III. IV. ;Histoire Du Seizieme Siécle;;David Durand#12353044Xm;;;;;;;;Den Haag#getty7006810;;;1734;8°;Arm. I, (b), 2. rang in octav.;Geschichte ; Neuere Geschichte;Druck;fre;GBV;180553526;Herzog August Bibliothek Wolfenbüttel;M: Ge 193;;;;;;;;;;;M: Ge 193:1
188;22;32;114;;La vie et les sentiments de Lucilio Vaniny. Rotterd. 1717. ;La Vie Et Les Sentimens De Lucilio Vanini;;David Durand#12353044Xm;;;;Giulio Cesare Vanini#119373211;;;;Rotterdam#getty7268776;;;1717;8°;Arm. II, (e) 5. rang in Octav.;Biographien ; Briefsammlungen, Gelegenheitsschriften;Druck;fre;GBV;139398791;;;;;;;;;;;;;M: Db 4800
831;91;117;83;;Essai philosophique sur l'ame des bétes, Amst. 1728. ;Essai philosophique sur l'âme des bètes, ou l'on traite de son existence et de sa nature ... ou l'on réfute diverses objections de Mr. Bayle;;David Renaud Boullier#120031221;;;;;;;;Amsterdam#getty7006952;;;1728;8°;Arm. VII, (c) 3. rang, in oktav;Literatur ; Französische Literatur;Druck;fre;GBV;151417385;Herzog August Bibliothek Wolfenbüttel;M: Lm 579;;;;;;;;;;;M: Lm 579
548;61;79;37-39;;L'Atlantis de M.e Manley. 1714. T. I. II. III. ;L'Atalantis de Madame Manley, traduit de l'Anglois. Contenant les intrigues politiques, et amoureuses, de la noblesse de cette ile, et où l'on découvre le secret de la derniére révolutions arrivées depuis l'an 1683 jusques à present;;Delarivier Manley#118813781f;;;;;;;;Den Haag#getty7006810;;;1713;8°;Arm. V, (b) 2. rang in octav.;Literatur ; Englische Literatur;Druck;fre;GBV;133549267;Herzog August Bibliothek Wolfenbüttel;M: Lq 590.1;;;;;;;;;;;M: Lq 590
1129;120;150;12;;L'Aristippe moderne. Par. 1738. ;L'Aristippe moderne;;Denesle#100103685;;;;;;;;Paris#getty7008038;;;1738;8°;Arm. IX, (b) 2. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150312792;Herzog August Bibliothek Wolfenbüttel;M: Lm 1043;;;;;;;;;;;M: Lm 1043
690;77;99;35;;Vie de Cassiodore Chancelier de Theodoric le grand et p. a. Rois d' Italie. 1695. ;La Vie De Cassiodore, Chancelier Et Premier Ministre De Theodoric Le Grand & de plusieurs autres Rois d'Italie: Ensuite Abbé De Viviers;;Denis de Sainte-Marthe#116760613m;;;;Louis Boucherat#122616103;;Flavius Magnus Aurelius Cassiodorus#118519514;;;;;1695;4°;Arm. VI, (b) 2. rang, in quart.;Literatur ; Römische Literatur;Druck;fre;GBV;150976356;;;;;;;;;;;;;M: Lh 182, Xd 8° 241
95;[12];20;204;;Defense des Empereurs Rois Princes Etats et Republiques contre les excom?unications de Papes. 1607.  V. 170.;Défense des empereurs, roys, princes estats et républiques, contre les censures monitoires, et excommunications des papes de Rome.;;Denis Godefroy#100154042m;;;;;;;;;;;1607;8°;Arm. I, (g) 7. rang in Octavo;Staatswissenschaften ; Kirchengeschichte;Druck;fre;GBV;15156132X;Herzog August Bibliothek Wolfenbüttel;M: Tm 302;;;;;;;;;;;M: Tm 302, A: 767 Theol.
150;18;28;56;;Maintenue et defense des Princes Souverains et Eglises chretien?es contre les attentats des Papes. 1592. ;Maintenue & defense Des Princes Souverains Et Eglises Chrestiennes, Contre les attentats, usupations & Communications des Papes de Rome;;Denis Godefroy#100154042m;;;;;;;;Genf#getty7003746;;;1592;8°;Arm. II, (b) 2. rang in octav.;Recht ; Kirchenrecht;Druck;fre;GBV;18664597X;Herzog August Bibliothek Wolfenbüttel;M: Rb 807;;;;;;;;;;;M: Rb 807
497;55;69;194;;Mem. et instruct. pour servir dans les negociations et affaires, concern. les droits du Roi. Amst. 1665. ;Memoires Et Instructions, Pour Servir Dans Les Negociations Et Affaires Concernant Les Droits Du Roy De France;;Denis Godefroy#136921833m;;;;;;;;Amsterdam#getty7006952;;;1665;8°;Arm. IV, (f) 6. rang, in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;138607532;;;;;;;;;;;;;M: Gk 795 (1), M: Gk 794
193;22;32;122;;Hist. des Severambes. Amst. 1702. ;L'Histoire des Sevarambes, peuples qui habitent une partie du troiséme continent, communement appellé la terre australe ...;;Denis Vairasse#121413632m;;;;;;;;Amsterdam#getty7006952;;;1702;8°;Arm. II, (e) 5. rang in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;151174784;Herzog August Bibliothek Wolfenbüttel;M: Lm 3572;;;;;;;;;;;M: Lm 3572
432;48;62;98;;Voiage du Levant, fait par le com?andement du Roi par le S. D. C. Par. 1629. ;Voiage de Levant;;Deshayes de Courmenin, Louis#105513722X;;;;;;;;Paris#getty7008038;;;1629;4°;Arm. IV, (d) 4. rang, in Quarto;Geschichte ; Asien;Druck;fre;GBV;150930534;Herzog August Bibliothek Wolfenbüttel;M: Gv 362;;;;;;;;;;;M: Gv 362
