ID;Bibl. Eintrag;Schranknummer - Praun'scher Katalog;Rang - Praun'scher Katalog;Titelreihenfolge - Praun'scher Katalog;Systemtische Zuordnung - Praun'scher Katalog;Imagez‰hlung Digitalisat - Praun'scher Katalog;Katalogseitenz‰hlung- Praun'scher Katalog;Katalogeintrag Praun'scher Katalog;Erg‰nzungen zum Katalogeintrag - Praun'scher Katalog;ID - Katalog Ende 18. Jh.;Imagez‰hlung - Digitalisat Katalog Ende 18. Jh.;Katalogseitenz‰hlung - Katalog Ende 18. Jh.;Schrankposition - Katalog Ende 18. Jh.;Titelreihenfolge - Katalog Ende 18. Jh.;Katalogeintrag Katalog Ende 18. Jh.;PPN-Nummer Manifestationsebene;Anmerkungen - Praun'scher Katalog edit.;Bandz‰hlung - katalog¸bergreifend;PPN-Nummer Exemplarebene - Ex. 1;HAB  Exemplare;Sammlungszugehˆriges Exemplar mit Provenienzen;Aufstellungssystematik Mittlere Aufstellung;Signatur- und Provenienzpr¸fung;Ergebnis Magazin- und Provenienzpr¸fung;Alle im OPAC nachgewiesen Provenienzen HAB;Provenienz Zuordnung namentlich;Bibliographische Gattung und Status;Sprachcode;OPAC Haupttitel;Erscheinungsjahr;Erscheinungsort OPAC - 4030 -;Erscheinungsort normiert GND;Erscheinungsort GND-Nummer;Erscheinungsort normiert TGN;TGN-Nummer;1. Verfasser Vorname -3000;1. Verfasser Nachname - 3000;1. Verfasser normiert;Wikidata-ID;sex or gender;1. Verfasser GND-Nummer;Geschlecht;1. Weiterer Verfasser Vorname -3001;1. Weiterer Verfasser Nachname - 3001;1. Weiterer Verfasser GND - 3001 2;Geschlecht2;2. Weiterer Verfasser Vorname - 3002;2. Weiterer Verfasser Nachname - 3002;2. Weitere Verfasser GND - 3002 2;Geschlecht3;1. Weitere Person Vorname -3010;1. Weitere Person Nachname -3010;1. Weitere Person GND - 3010 2;Geschlecht4;2. Weitere Person Vorname - 3010;2. Weitere Person Nachname -3010;Geschlecht5;2. Weitere Person GND - 3010 2;1. Sonstige Person Vorname - 3050;1. Sonstige Person Nachname - 3050;1. Sonstige Person GND - 3050 2;2. Sonstige Person Vorname - 3050;2. Sonstige Person Nachname - 3050;2. Sonstige Person GND - 3050 2;3. Sonstige Person Vorname - 3050;3. Sonstige Person Nachname - 3050;4. Sonstige Person Nachname - 3050;3. Sonstige Person GND - 3050 2
359;356;III;(g) 7. rang, in Octav.;187-188;Histoire de France;52;40;Anecdotes du XVII.eme Siecle, ou intrigues de la Cour, Amst. 1741. T. I. II.;;280;47;45;III. Arm. 5. Rang in Oktavo;10-11;Anecdotes du XVII siÈcle ou intrigues de la Cour ‡ Amst. 1741 T. I, 2.;156749157;;2;156749173;M: Gk 1035:1;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;Beide T. in 1 Bd.;;Acu;fre;Anecdotes Du Seizieme SiÈcle, Ou Intrigues De Cour, Politiques, Et Galantes;1741;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Charlotte-Rose;Caumont de la Force;Charlotte-Rose de Caumont de La Force;Q2960934;female;118638262;Weiblich;;;;;;;;;;;;;;;;;;;;;;;;;;
360;357;III;(g) 7. rang, in Octav.;189-190;Histoire de France;52;40;Vie du Duc de Montausier Gouverneur de Msgr Louis Daufin. Par. 1729. T. I. II.;;283;47;45;III. Arm. 5. Rang in Oktavo;19-20;La vie du Duc de Montousier, gouverneur de Msgr. Louis Dauphin ‡ Paris 1729 T. I, 2.;138851999;;2;138852006;M: Db 3157:1;;Biographien - Briefsammlungen, Gelegenheitsschriften;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acus;fre;La Vie De Monsieur Le Duc De Montausier Pair De France, Gouverneur De Monseigneur Louis Dauphin, Bisayeul Du Roy A Present Regnant;1729;Paris;Paris;4044660-8;Paris;tgn/7008038;Nicolas;Le Petit;Nicolas Le Petit;Q109858078;male;100675379;M‰nnlich;;;;;;;;;;;;;;;;;Charles de Sainte-Maure;Montausier;119020459;;;;;;;
361;358;III;(g) 7. rang, in Octav.;191-192;Histoire de France;53;41;Mem. du M.al de Berwick Duc et Pair de France, Haie 1737. T. I. II.;;284;47;45;III. Arm. 5. Rang in Oktavo;21-22;MÈmoires du marÈchal de Berwick, Duc et Pair de France ‡ la Haye 1737 T. I, 2.;219565597;;2;219565740;M: Db 380;M: Db 380;Biographien - Briefsammlungen, Gelegenheitsschriften;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acus;fre;Memoires du marÈchal De Berwik, duc et pair de France, et gÈnÈralissime des armÈes de Sa MajestÈ;1737;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Guillaume;Plantavit de La Pause;Guillaume Plantavit de La Pause;Q93262147;male;1055259260;Unbekannt;;;;;;;;;;;;;;;;;James Fitzjames;Berwick;119089440;;;;;;;
362;359;III;(g) 7. rang, in Octav.;193-198;Histoire de France;53;41;Lettres, mem. et negociations de M. le Comte d'Estrades. Haie 1719. T. I. II. IIII. IV. V. VI.;;281;47;45;III. Arm. 5. Rang in Oktavo;12-17;Lettres, mÈmoires et nÈgociations de M. le comte d' Estrade ‡ la Haye 1719 T. I-6.;149949952;;6;253236657;M: Lm 1338;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acus;fre;Lettres, Memoires, Et Negociations De Monsieur Le Comte D'Estrades, Ambassadeur de Sa MajestÈ TrÈs-ChrËtienne, en Italie, en Angleterre, & en Hollande;1719;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Godefroy;Estrades;Godefroi, Comte d'Estrades;Q3109699;male;124630588;Unbekannt;;;;;;;;;Jean;Aymon;128386770;Unbekannt;;;;;;;;;;;;;;
363;360;III;(g) 7. rang, in Octav.;199;Histoire de France;53;41;Mem. de Me la Duchesse Mazarin. T. II.;;276;47;45;III. Arm. 4. Rang in Oktavo;37;MÈmoires de Mme la Duchesse de Mazarin.;150909896;;1;150909896;M: Lm 2465c;M: Lm 2465c;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;MÈmoires de Madame la Duchesse Mazarin;1739;o.O.;ohne Ort;;;;Hortense;Mancini;Hortense Mancini;Q261818;female;118901842;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
364;361;III;(g) 7. rang, in Octav.;200;Histoire de France;53;41;Apologie pour les Chartreux, au sujet de la Constitut. Unigenitus. Amst. 1725.;;654;103;101;VI. Arm. 2. Rang in Oktavo;27;Apologie pour les Chartreux au sujet de la constitution Unigenitus ‡ Amsterd. 1725.;150892861;;1;150892861;M: Tq 211;M: Tq 211;Staatswissenschaften - Orden, christliche Gruppen;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Aar;fre;Apologie pour les chartreux, que la persÈcution eccitee contre eux au sujet de la bulle Unigenitus a obligÈs de sortit de leurs monastÈres.;1725;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Jean-Baptiste;Cadry;Jean-Baptiste Cadry;Q3163926;male;100437729;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
365;362;III;(g) 7. rang, in Octav.;201;Histoire de France;53;41;Hist. de Louis XIV. par Mr de Riencourt. Par. 1695.;;297;49;47;III. Arm. 6. Rang in Oktavo;1;Histoire de Louis XIV par M. de Riencourt ‡ Paris 1695.;138802106;;1;138802114;M: Gk 1737 (1);M: Gk 1737 (1);Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acu;fre;Histoire de Louis XIV., Roy de France et de Navarre;1695;Paris;Paris;4044660-8;Paris;tgn/7008038;Simon;Riencourt;Simon de Riencourt;Q109833587;male;100391273;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
366;363;III;(g) 7. rang, in Octav.;202;Histoire de France;53;41;Cruels effets de la vengennce du C.al de Richelieu, ou Hist. des Diables de Loudun, Amst. 1716.;;298;49;47;III. Arm. 6. Rang in Oktavo;2;Cruels effets de la vengeance du card. De Richelieu, ou l' histoire des diables de Laudun Amsterdam 1716;151259488;;1;151259488;M: Gk 75, Schulenb. Gf 29;M: Gk 75;Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Cruels effets de la vengeance du cardinal de Richelieu, ou histoire des diables de Loudun, de la possession des religieuses Ursulines, et de la condamnation & du suplice d'urbain Grandier, CurÈ de la mËme ville;1716;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Nicolas;Aubin;Nicolas Aubin;Q3340037;male;138488177;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
367;364;III;(g) 7. rang, in Octav.;203;Histoire de France;53;41;Hist. de la Ligue faite ‡ Cambrai contre la Rep. de Venise Haie 1710.;;299;49;47;III. Arm. 6. Rang in Oktavo;3;Histoire de la ligue faite ‡ Cambrai contre la republique de Venise ‡ la Haye 1710.;151568073;;1;151568081;M: Gh 601;M: Gh 601;Geschichte - Italien;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Acus;fre;Histoire De La Ligue Faite A Cambray, Entre Jules II. Pape, Maximilien I. Empereur, Louis XII. Roi de France, Ferdinand V. Roi d'Arragon, & tous les Princes d'Italie. Contre La Republique De Venise;1710;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Jean Baptiste;Dubos;Jean-Baptiste Dubos;Q432585;male;118672541;Unbekannt;;;;;;;;;;;;;;;;;Julius;Papst;118714090;Ludwig XII.;Frankreich, Kˆnig;118780735;Maximilian I.;Heiliges Rˆmisches Reich, Kaiser;;118579371
368;365;III;(g) 7. rang, in Octav.;204-207;Histoire de France;53;41;Lettres du R. Louis XII. et du C.al d'Amboise. Brux. 1712. T. I. II. III. IV.;;300;49;47;III. Arm. 6. Rang in Oktavo;4-7;Lettres du roi Louis XII et du cardinal d' Amboise ‡ Bruxelles 1712 T. I-4.;138768595;;4;138768609;M: Gk 1232:1;M: Gk 1232:1;Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Lettres du roy Louys XII. et du cardinal George d'Amboise;1712;Brusselle;Br¸ssel;4008460-7;Bruxelles;tgn/7007868;Ludwig XII.;Frankreich, Kˆnig;Louis XII of France;Q58514;male;118780735;M‰nnlich;Georges;Amboise;1055261478;Unbekannt;;;;;Jean;Godefroy;172099900;M‰nnlich;;;;;;;;;;;;;;
369;366;III;(g) 7. rang, in Octav.;n.n.;Histoire de France;53;41;Memoires du C.al de Retz. Amst. 1719. T. I. II. III. IV.;;;;;;;;Dublette;gestrichen [vorh. III g 208-211];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370;367;III;(g) 7. rang, in Octav.;208-211;Histoire de France;53;41;Memoires du C.al de Retz. Amst. 1719. T. I. II. III. IV.;;;;;;;;150966768;erg‰nzt [gestr. III g n.n.];4;150966776;M: Lm 3033:1/2;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acus;fre;Memoires Du Cardinal De Retz;1719;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Jean FranÁois Paul de Gondi;Retz;Jean FranÁois Paul de Gondi;Q353879;male;118599887;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
371;368;III;(g) 7. rang, in Octav.;212;Histoire de France;53;41;Hist. de la Paire de France et du Parlement de Paris. Londr. 1740.;;301;50;48;III. Arm. 6. Rang in Oktavo;8;Histoire de la Pairie de France et du Parlement de Paris ‡ Londres 1740.;141546905;;1;141546905;M: Gk 1137;M: Gk 1137;Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aau;fre;Histoire De La Pairie De France Et Du Parlement De Paris;1740;Londres;London;4074335-4;London;tgn/7011781;Jean LÈvesque;Burigny;Jean LÈvesque de Burigny;Q3173209;male;119418428;M‰nnlich;Henri;Boulainvilliers;11885674X;M‰nnlich;Jean;Le Laboureur;123813719;Unbekannt;;;;;;;;;;;;;;;;;;
372;369;III;(g) 7. rang, in Octav.;213-215;Histoire de France;54;42;Mem. du Comte de Brienne, Amst. 1719. T. I. II. III.;;302;50;48;III. Arm. 6. Rang in Oktavo;9-11;MÈmoires du comte de Brienne ‡ Amst. 1719 T. I-3.;138864527;;3;183050991;M: Lm 2287:1, Schulenb. B 40:1;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acu;fre;Memoires Du Comte De Brienne, Ministre & Premier Secretaire d'Etat;1719;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Henri-Auguste;LomÈnie de Brienne;Henri-Auguste de LomÈnie, comte de Brienne;Q3130345;male;128755733;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
373;370;III;(g) 7. rang, in Octav.;216;Histoire de France;54;42;Mem. de la vie de Milord Duc d'Ormond. Haie 1737.;;307;50;48;III. Arm. 6. Rang in Oktavo;19-20;MÈmoire  de  la  vie  de  Milord Duc d' Ormond ‡ la Haye 1737 T. I, 2.;147549817;;1;147549825;M: Db 740:1, Schulenb. B 110:1;M: Db 740:1;Biographien - Briefsammlungen, Gelegenheitsschriften;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;MÈmoires de la vie de mylord Duc d'Ormond ...;1737;LaHaye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;;;;;;;;;;;;;;;;Thomas;Carte;100073778;Unbekannt;;;;;;;;;;;;;;
374;371;III;(g) 7. rang, in Octav.;217;Histoire de France;54;42;Mem. de Gaspard, Comte de Chavagnac. Amst. 1701.;;296;49;47;III. Arm. 5. Rang in Oktavo;39;MÈmoires de Gaspard comte du Chavagnac ‡ Amst. 1701.;151693897;;1;151693897;M: Lm 777b, Schulenb. B 45;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aau;fre;Memoires De Gaspard Comte De Chavagnac, MarÈchal De Camp dans les ArmÈes du Roy, General de l'Artillerie, Sergent de Batailles de celles de Sa MajestÈ Catholique, & Lieutenant General des Troupes de l'Empereur & son Ambassadeur en Pologne;1701;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Gatien;Courtilz de Sandras;Gatien de Courtilz de Sandras;Q1385478;male;118642170;M‰nnlich;;;;;;;;;;;;;;;;;Gaspard;Chavagnac;117655864;;;;;;;
375;372;III;(g) 7. rang, in Octav.;218;Histoire de France;54;42;Mem. du Duc de Navailles et de la Valette, Pair et M.al de France, Amst. 1701.;;303;50;48;III. Arm. 6. Rang in Oktavo;12;MÈmoires du Duc de Novailles et de la Valette, pair et marÈchal de France ‡ Amsterd. 1701.;150314337;;1;150314337;M: Lm 2600a;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;MÈmoires du duc de Navailles et de La Valette, pair et Marechal de France, & Gouverneur de Monseigneur le Duc de Chartres;1701;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Philippe de Montaut;Navailles;Philippe de Montaut-BÈnac de Navailles;Q3380978;male;100530230;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
376;373;III;(g) 7. rang, in Octav.;219-221;Histoire de France;54;42;Descr. de la ville de Paris, par G. Brie, Amst. 1718. T. I. II. III.;;304;50;48;III. Arm. 6. Rang in Oktavo;13-15;Description de la ville de Paris par G. Brice ‡ Amsterdam 1718 T. I-3.;153596430;;3;153596570;M: Gk 258:1;M: Gk 258:1;Geschichte - Frankreich;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;DÈscription de la ville de Paris et de tout ce qu'elle contient de plus remarquable;1718;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Germain;Brice;Germain Brice;Q55909373;male;13365544X;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
377;374;III;(g) 7. rang, in Octav.;222-225;Histoire de France;54;42;Hist. du M.al de Gassion sous le ministere des C.aux de Richelieu et Mazarin, et sous le regne de Gustav Adolfe R. de Suede. Amst. 1696. T. I. II. II. IV.;;312;51;49;III. Arm. 6. Rang in Oktavo;26-29;Histoire du marechal de Gassion sous les ministËres des cardinaux de Richelieu et Mazarin et sous le regne de Gustav Adolfe Roi de SuedË ‡ Amst. 1696 T. I4.;227177533;;4;227177894;M: Db 1465:1;M: Db 1465:1;Biographien - Briefsammlungen, Gelegenheitsschriften;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acus;fre;Histoire Du MarËchal De Gassion;1696;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Michel;Pure;Michel de Pure;Q3311196;male;131404040;Unbekannt;;;;;;;;;;;;;;;;;Gustav Adolf;Schweden, Kˆnig;118543733;Jean;Gassion;136979092;Armand Jean du Plessis;Richelieu;;118600354
378;375;III;(g) 7. rang, in Octav.;226-227;Histoire de France;54;42;Mem. de Feu M. le Duc de Guise. ‡ Col. 1669. T. I. II.;;313;51;49;III. Arm. 6. Rang in Oktavo;30-31;MÈmoires de feu M. le Duc de Guise ‡ Cologne 1669 T. I, 2.;138851549;;2;138851557;M: QuN 1058q (1.1), M: Gk 885;;Quodlibetica Nova;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;Exlibris: Elisabetha Sophia Maria Verwittwete Herzoginn Zu Br. U. Lun., Provenienz: Elisabeth Sophie Marie <Braunschweig-Wolfenb¸ttel, Herzogin> / Exlibris / Wappen, Elisabeth Sophie Marie <Braunschweig-L¸neburg, Herzogin>;;Acr;fre;Les memoires de feu monsieur le duc de Guise;1669;[Amsterdam];Amsterdam;4001783-7;Amsterdam;tgn/7006952;Henri II. ;Lorraine, Duc;Henry II of Lorraine, Duke of Guise;Q732579;male;135907861;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
379;376;III;(g) 7. rang, in Octav.;228-229;Histoire de France;54;42;Mem. du Sr de Pontis sous les regnes de Henri IV. de Louis XII. et de Louis XIV. Amst. 1694. T. I. II.;;314;51;49;III. Arm. 6. Rang in Oktavo;32-33;MÈmoires du Sr. De Pontis sous les regnes de Henri IV de Louis XIII et de Louis XIV ‡ Amsterdam 1694 T. I, 2.;15182116X;;2;24017125X;M: Lm 3536;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;MÈmoires Du Sieur de Pontis, officier des armÈes du roy;1694;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Pierre Thomas;Du FossÈ;Pierre Thomas;Q775926;male;120344254;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
380;377;III;(g) 7. rang, in Octav.;230;Histoire de France;54;42;Mem. du procez contre la Dame de Brinvilliers. Amst. 1676.;;496;76;74;IV. Arm. 7. Rang in Oktavo;31;MÈmoire du procez extraor dinaire contre la Dame de Brinvilliers ‡ Amst. 1676.;221306951;;1;221306951;M: QuN 985.2 (1);M: QuN 985.2 (1);Quodlibetica Nova;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Memoire du procez extraordinaire, contre la Dame de Brinvilliers, prisonniere en la Conciergerie du Palais, accusÈe;1676;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;;;;;;;;;;;;;;;;;;;;;;;;Marie-Madeleine;Brinvilliers;119193434;;;;;;;
381;378;IV;(a) 1. rang, in folio;1-2;Histoire de France, et quelques autres Payz;57;43;Coutumes gener. et particul. de France et des Gaules, par Ch. Du Moulin rev˚ par G. Michel Angevin, Par. 1635. T. I. II.;;335;56;54;IV. Arm. 1. Rang in Folio;3-4;Coutumes gÈnÈrales et particuliËres de France et des Gaules par Ch. Du Moulin, revu par G. Michel Angevin ‡ Paris 1635 T. I, 2.;165698489;;2;165698527;M: Rf 2∞ 7;M: Rf 2∞ 7;Recht - Franzˆsisches Recht;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Autogramm Marthe Montbail, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Acr;fre;Les coustumes generales et particulieres de France et des Gaulles;1635;Paris;Paris;4044660-8;Paris;tgn/7008038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
382;379;IV;(a) 1. rang, in folio;3-5;Histoire de France, et quelques autres Payz;57;43;Le Gendre, Nouvelle Hist. de France, Par. 1718. T. I. II. III.;;336;56;54;IV. Arm. 1. Rang in Folio;5-7;Nouvelle histoire de France par le Gendre ‡ Paris 1718 T. I-3.;138798125;;3;183569911;M: Gk 2∞ 44:1;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acu;fre;Nouvelle Histoire De France;1718;Paris;Paris;4044660-8;Paris;tgn/7008038;Louis;Le Gendre;Louis Le Gendre;Q6687648;male;128772700;Unbekannt;;;;;;;;;Simon;Thomassin;1055719598;Unbekannt;;;;;;;;;;;;;;
383;380;IV;(a) 1. rang, in folio;6;Histoire de France, et quelques autres Payz;57;43;P. Matthieu, Hist. de Henri IV. R. de France, Par. 1631. T. II.;;337;56;54;IV. Arm. 1. Rang in Folio;8;Histoire de Henri IV Roi de France par P. Matthieu ‡ Paris 1631 T. 2.;220694222;;1;220694362;M: Gk 2∞ 54:1;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;Histoire de France soubs les regnes de FranÁois I., Henry II., FranÁois II., Charles IX., Henry III., Henry IV., Louys XIII. et des choses plus memorables advenues aux autres Estats de la ChrestientÈ depuis cent ans;1631;Paris;Paris;4044660-8;Paris;tgn/7008038;Pierre;Matthieu;Pierre Matthieu;Q3386220;male;124623646;M‰nnlich;;;;;;;;;;;;;;;;;Franz I.;Frankreich, Kˆnig;118534947;Heinrich II.;Frankreich, Kˆnig;118548166;Franz II.;Frankreich, Kˆnig;;119077647
384;381;IV;(a) 1. rang, in folio;7-9;Histoire de France, et quelques autres Payz;57;43;Fr. de Mezerai, Hist. de France, Par. 1651. T. I. II. III.;;338;56;54;IV. Arm. 1. Rang in Folio;9-11;Histoire  de  France  par  Fr.  de Mezerai ‡ Paris 1651. T. I-3.;221769722;;3;221769803;M: Gk 2∞ 56, A: 33.3 Hist. 2∞;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;Nur T. 1 vorh.;;Acr;fre;Histoire de France;1643;Paris;Paris;4044660-8;Paris;tgn/7008038;FranÁois Eudes;MÈzeray;FranÁois Eudes de MÈzeray;Q2618397;male;119192888;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
385;382;IV;(a) 1. rang, in folio;10;Histoire de France, et quelques autres Payz;57;43;Hist. de la vie du Connetable de Lesdiguieres, par L. Videl. Par. 1738.;;339;56;54;IV. Arm. 1. Rang in Folio;12;Histoire de la vie du Connetable des LesdiguiËres par L. Videl ‡ Paris 1738.;Titel im GVK nicht vorhanden;;1;;;;;;;;;;fre;;1738;Par.;Paris;4044660-8;Paris;tgn/7008038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
386;383;IV;(a) 1. rang, in folio;11;Histoire de France, et quelques autres Payz;57;43;Memoires de Maximilien de Bethune Duc de Sully sous Henri IV. Amst.;x;;;;;;;235342726;;1;235343404;M: Gk 2∞ 72;M: Gk 2∞ 72;Geschichte - Frankreich;Exemplar vorhanden;Provenienz Sophie Dorothea: Initialien SD auf Buchr¸cken;;Provenienz: Sophie Dorothea <Preuﬂen, Kˆnigin>;Acu;fre;Memoires Des Sages Et Royalles Oeconomies D'Estat, Domestiqves, Politiqves Et Militaires De Henry Le Grand, L'Exemplaire Des Roys, Le Prince Des Vertvs, des Armes & des Loix, & le Pere en effet de ses peuples FranÁois. Et Des Servitvdes Vtiles, Obeissances Convenables & administrations loyales de Maximilian De Bethvne l'vn des plus confidens, familiers & vtiles soldats & Seruiteurs du grand Mars des FranÁois;1632;Amstelredam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Maximilien de BÈthune;Sully;Maximilien de BÈthune, Duke of Sully;Q379953;male;11879938X;M‰nnlich;;;;;;;;;;;;;;;;;Heinrich;Frankreich, Kˆnig;118548174;;;;;;;
